Delivery,TransPlnngPt,Total Weight,Net Weight,Total Volume,Weight UOM,Volume UOM,Invoice,Invoice Creation Date,Planned Delivery Date,Shipping Type,Ship to,Delivery Type,Shipping Point,Number of HUs,Transportation Group,Delivery Route
176302653,25P2,"3,342.00","3,342.00","6,000.00",G,CCM,1510962117,1/10/2023,1/23/2023,1,70030499,ZPLF,2524,1,ZP01,SG00GO
176302853,25P2,"3,436.00","3,436.00","6,000.00",G,CCM,1510961692,1/10/2023,1/20/2023,1,70343296,ZPLF,2524,2,ZP01,SG00GS
176303114,25P2,"1,969.00","1,969.00","4,000.00",G,CCM,1510961991,1/10/2023,1/23/2023,1,70286419,ZPLF,2524,1,ZP01,SG00GO
176303212,25P2,"1,409.00","1,409.00","3,000.00",G,CCM,1510962068,1/10/2023,1/23/2023,1,70030492,ZPLF,2524,1,ZP01,SG00GO
176303339,25P2,"2,136.00","2,136.00","3,000.00",G,CCM,1510956704,1/9/2023,1/16/2023,1,70521396,ZPLF,2524,1,ZP01,SG00GO
176303342,25P2,180,180,"1,000.00",G,CCM,1510961461,1/10/2023,1/20/2023,1,70019315,ZPLF,2524,1,ZP01,SG00GS
176303368,25P2,"3,493.00","3,493.00","5,000.00",G,CCM,1510963364,1/10/2023,1/23/2023,1,70337217,ZPLF,2524,1,ZP01,SG00GN
176303370,25P2,351,351,"1,000.00",G,CCM,1510962088,1/10/2023,1/23/2023,1,70337705,ZPLF,2524,1,ZP01,SG00GO
176303445,25P2,"4,214.00","4,214.00","7,000.00",G,CCM,1510962250,1/10/2023,1/23/2023,1,70408272,ZPLF,2524,1,ZP01,SG00GO
176303461,25P2,23,23,0,G,CCM,1510962142,1/10/2023,1/23/2023,1,70019482,ZPLF,2524,1,ZP01,SG00GN
176303532,25P2,"5,342.00","5,342.00","11,000.00",G,CCM,1510964788,1/11/2023,1/13/2023,1,70521405,ZPLF,2524,2,ZP01,SG00GV
176303539,25P2,"2,582.00","2,582.00","4,000.00",G,CCM,1510962240,1/10/2023,1/23/2023,1,70248476,ZPLF,2524,1,ZP01,SG00GO
176303543,25P2,"2,161.00","2,161.00","3,000.00",G,CCM,1510962160,1/10/2023,1/23/2023,1,70450886,ZPLF,2524,1,ZP01,SG00GO
176303548,25P2,"2,177.00","2,177.00","4,000.00",G,CCM,1510962843,1/10/2023,1/23/2023,1,70396492,ZPLF,2524,1,ZP01,SG00GN
176303599,25P2,180,180,"1,000.00",G,CCM,1510962647,1/10/2023,1/23/2023,1,70030499,ZPLF,2524,1,ZP01,SG00GO
176303625,25P2,"3,412.00","3,412.00","6,000.00",G,CCM,1510962136,1/10/2023,1/23/2023,1,70484079,ZPLF,2524,1,ZP01,SG00GN
176303627,25P2,"3,841.00","3,841.00","7,000.00",G,CCM,1510956754,1/9/2023,1/16/2023,1,70525152,ZPLF,2524,1,ZP01,SG00GO
176303636,25P2,360,360,"3,000.00",G,CCM,1510962663,1/10/2023,1/23/2023,1,70019381,ZPLF,2524,1,ZP01,SG00GO
176303800,25P2,846,846,"7,000.00",G,CCM,1510962655,1/10/2023,1/23/2023,1,70030492,ZPLF,2524,1,ZP01,SG00GO
176303846,25P2,599,599,"5,000.00",G,CCM,1510964955,1/11/2023,1/13/2023,1,70521405,ZPLF,2524,1,ZP01,SG00GV
176303871,25P2,360,360,"3,000.00",G,CCM,1510961652,1/10/2023,1/23/2023,1,70248476,ZPLF,2524,1,ZP01,SG00GO
176303873,25P2,90,90,"1,000.00",G,CCM,1510962688,1/10/2023,1/23/2023,1,70288587,ZPLF,2524,1,ZP01,SG00GO
176304128,25P2,90,90,"1,000.00",G,CCM,1510961342,1/10/2023,1/23/2023,1,70450886,ZPLF,2524,1,ZP01,SG00GO
176304131,25P2,180,180,"1,000.00",G,CCM,1510962602,1/10/2023,1/20/2023,1,70343296,ZPLF,2524,1,ZP01,SG00GS
176304132,25P2,450,450,"4,000.00",G,CCM,1510961008,1/10/2023,1/23/2023,1,70396492,ZPLF,2524,1,ZP01,SG00GN
176304168,25P2,"1,688.00","1,688.00","3,000.00",G,CCM,1510972976,1/12/2023,1/13/2023,1,70019315,ZPLF,2522,2,ZP01,SG00GS
176304202,25P2,126,126,"1,000.00",G,CCM,1510962518,1/10/2023,1/23/2023,1,70484079,ZPLF,2524,1,ZP01,SG00GN
176304203,25P2,"1,504.00","1,504.00","12,000.00",G,CCM,1510956904,1/9/2023,1/16/2023,1,70525152,ZPLF,2524,1,ZP01,SG00GO
176304380,25P2,636,636,"1,000.00",G,CCM,1510972360,1/12/2023,1/16/2023,1,70030499,ZPLF,2522,2,ZP01,SG00GO
176304382,25P2,"1,806.00","1,806.00","4,000.00",G,CCM,1510973580,1/12/2023,1/16/2023,1,70019482,ZPLF,2522,4,ZP01,SG00GN
176304430,25P2,148,148,450,G,CCM,1510972367,1/12/2023,1/13/2023,1,70031293,ZPLF,2522,2,ZP01,SG00GP
176304467,25P2,198,198,"2,000.00",G,CCM,1510961356,1/10/2023,1/23/2023,1,70286419,ZPLF,2524,1,ZP01,SG00GO
176304514,25P2,23,23,0,G,CCM,1510962107,1/10/2023,1/23/2023,1,70337217,ZPLF,2524,1,ZP01,SG00GN
176304515,25P2,90,90,"1,000.00",G,CCM,1510962638,1/10/2023,1/23/2023,1,70337705,ZPLF,2524,1,ZP01,SG00GO
176304516,25P2,"1,446.00","1,446.00","3,000.00",G,CCM,1510973750,1/12/2023,1/16/2023,1,70019381,ZPLF,2522,4,ZP01,SG00GO
176304536,25P2,960,960,"2,000.00",G,CCM,1510973614,1/12/2023,1/13/2023,1,70019549,ZPLF,2522,4,ZP01,SG00GP
176304552,25P2,270,270,"2,000.00",G,CCM,1510962734,1/10/2023,1/23/2023,1,70408272,ZPLF,2524,1,ZP01,SG00GO
176304660,25P2,360,360,"3,000.00",G,CCM,1510956697,1/9/2023,1/16/2023,1,70548634,ZPLF,2524,1,ZP01,SG00GO
176304712,25P2,364,364,"1,000.00",G,CCM,1510973522,1/12/2023,1/16/2023,1,70030492,ZPLF,2522,2,ZP01,SG00GO
176304721,25P2,840,840,"1,000.00",G,CCM,1510972771,1/12/2023,1/13/2023,1,70130675,ZPLF,2522,2,ZP01,SG00GL
176304789,25P2,"3,166.00","3,166.00","6,000.00",G,CCM,1510966869,1/11/2023,1/13/2023,1,70521405,ZPLF,2522,3,ZP01,SG00GV
176304796,25P2,814,814,"1,000.00",G,CCM,1510973559,1/12/2023,1/16/2023,1,70248476,ZPLF,2522,3,ZP01,SG00GO
176304797,25P2,980,980,"2,000.00",G,CCM,1510973505,1/12/2023,1/16/2023,1,70288587,ZPLF,2522,3,ZP01,SG00GO
176304912,25P2,"1,504.00","1,504.00","2,000.00",G,CCM,1510973754,1/12/2023,1/16/2023,1,70286419,ZPLF,2522,4,ZP01,SG00GO
176304984,25P2,"1,710.00","1,710.00","3,000.00",G,CCM,1510973800,1/12/2023,1/16/2023,1,70337217,ZPLF,2522,4,ZP01,SG00GN
176304988,25P2,76,76,0,G,CCM,1510972011,1/12/2023,1/16/2023,1,70337705,ZPLF,2522,1,ZP01,SG00GO
176305014,25P2,264,264,0,G,CCM,1510972327,1/12/2023,1/16/2023,1,70408272,ZPLF,2522,1,ZP01,SG00GO
176305099,25P2,"1,764.00","1,764.00","4,000.00",G,CCM,1510973445,1/12/2023,1/13/2023,1,70390788,ZPLF,2522,5,ZP01,SG00GP
176305276,25P2,836,836,"2,000.00",G,CCM,1510973544,1/12/2023,1/16/2023,1,70450886,ZPLF,2522,3,ZP01,SG00GO
176305290,25P2,418,418,"3,000.00",G,CCM,1510972173,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,1,ZP01,SG00GP
176305416,25P2,"2,152.00","2,152.00","4,000.00",G,CCM,1510973717,1/12/2023,1/16/2023,1,70396492,ZPLF,2522,3,ZP01,SG00GN
176305425,25P2,88,88,430,G,CCM,1510972328,1/12/2023,1/13/2023,1,70398370,ZPLF,2522,1,ZP01,SG00GL
176305501,25P2,"1,672.00","1,672.00","3,000.00",G,CCM,1510973546,1/12/2023,1/16/2023,1,70521396,ZPLF,2522,4,ZP01,SG00GO
176305566,25P2,504,504,"1,000.00",G,CCM,1510972359,1/12/2023,1/16/2023,1,70484079,ZPLF,2522,1,ZP01,SG00GN
176305569,25P2,"1,584.00","1,584.00","3,000.00",G,CCM,1510973543,1/12/2023,1/16/2023,1,70525152,ZPLF,2522,3,ZP01,SG00GO
176305717,25P2,"1,110.00","1,110.00","2,000.00",G,CCM,1510973567,1/12/2023,1/16/2023,1,70548634,ZPLF,2522,4,ZP01,SG00GO
176305897,25P2,362,362,"1,000.00",G,CCM,1510973496,1/12/2023,1/13/2023,1,70494785,ZPLF,2522,2,ZP01,SG00GP
176305900,25P2,756,756,"1,000.00",G,CCM,1510973407,1/12/2023,1/13/2023,1,70494786,ZPLF,2522,2,ZP01,SG00GP
176305948,25P2,466,466,"4,000.00",G,CCM,1510971393,1/12/2023,1/13/2023,1,70019315,ZPLF,2510,1,ZP01,SG00GS
176306028,25P2,136,136,"1,000.00",G,CCM,1510955357,1/9/2023,1/20/2023,1,70019549,ZPLF,2524,1,ZP04,SG00GP
176306102,25P2,286,286,"1,000.00",G,CCM,1510972755,1/12/2023,1/13/2023,1,70535019,ZPLF,2522,2,ZP01,SG00GL
176306253,25P2,"1,870.00","1,870.00","12,000.00",G,CCM,1510956070,1/9/2023,1/20/2023,1,70132480,ZPLF,2524,2,ZP04,SG00GP
176306311,25P2,112,112,421,G,CCM,1510956023,1/9/2023,1/20/2023,1,70019384,ZPLF,2524,1,ZP04,SG00GP
176306657,25P2,424,424,"1,000.00",G,CCM,1510955462,1/9/2023,1/20/2023,1,70130675,ZPLF,2524,1,ZP04,SG00GL
176306835,25P2,70,70,0,G,CCM,1510958764,1/9/2023,1/20/2023,1,70398392,ZPLF,2524,1,ZP04,SG00GP
176306837,25P2,400,400,"1,000.00",G,CCM,1510955407,1/9/2023,1/20/2023,1,70224396,ZPLF,2524,1,ZP04,SG00GP
176306840,25P2,200,200,"1,000.00",G,CCM,1510955427,1/9/2023,1/20/2023,1,70224398,ZPLF,2524,1,ZP04,SG00GP
176306902,25P2,27,27,0,G,CCM,1510955346,1/9/2023,1/20/2023,1,70238985,ZPLF,2524,1,ZP04,SG00GL
176306974,25P2,867,867,"6,000.00",G,CCM,1510971773,1/12/2023,1/13/2023,1,70019549,ZPLF,2510,1,ZP01,SG00GP
176307013,25P2,112,112,421,G,CCM,1510958760,1/9/2023,1/20/2023,1,70494785,ZPLF,2524,1,ZP04,SG00GP
176307014,25P2,624,624,"2,000.00",G,CCM,1510955451,1/9/2023,1/20/2023,1,70494786,ZPLF,2524,1,ZP04,SG00GP
176307082,25P2,70,70,0,G,CCM,1510958859,1/9/2023,1/20/2023,1,70494791,ZPLF,2524,1,ZP04,SG00GP
176307129,25P2,466,466,"2,000.00",G,CCM,1510969978,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,1,ZP01,SG00GN
176307151,25P2,729,729,"5,000.00",G,CCM,1510971323,1/12/2023,1/16/2023,1,70030492,ZPLF,2510,1,ZP01,SG00GO
176307172,25P2,749,749,"5,000.00",G,CCM,1510970852,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,1,ZP01,SG00GR
176307181,25P2,845,845,"6,000.00",G,CCM,1510971806,1/12/2023,1/16/2023,1,70019381,ZPLF,2510,1,ZP01,SG00GO
176307182,25P2,354,354,"2,000.00",G,CCM,1510971231,1/12/2023,1/13/2023,1,70019384,ZPLF,2510,1,ZP01,SG00GP
176307234,25P2,422,422,"3,000.00",G,CCM,1510970985,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,1,ZP01,SG00GN
176307235,25P2,458,458,"3,000.00",G,CCM,1510971452,1/12/2023,1/13/2023,1,70343296,ZPLF,2510,1,ZP01,SG00GS
176307242,25P2,306,306,"2,000.00",G,CCM,1510971437,1/12/2023,1/13/2023,1,70398370,ZPLF,2510,1,ZP01,SG00GL
176307507,25P2,803,803,"6,000.00",G,CCM,1510970881,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,1,ZP01,SG00GO
176307560,25P2,621,621,"4,000.00",G,CCM,1510971879,1/12/2023,1/13/2023,1,70130675,ZPLF,2510,1,ZP01,SG00GL
176307569,25P2,105,105,"1,000.00",G,CCM,1510971423,1/12/2023,1/13/2023,1,70390799,ZPLF,2510,1,ZP01,SG00GL
176307574,25P2,745,745,"6,000.00",G,CCM,1510970988,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,1,ZP01,SG00GN
176307582,25P2,734,734,"6,000.00",G,CCM,1510971431,1/12/2023,1/16/2023,1,70450886,ZPLF,2510,1,ZP01,SG00GO
176307589,25P2,279,279,"2,000.00",G,CCM,1510971111,1/12/2023,1/16/2023,1,70521396,ZPLF,2510,1,ZP01,SG00GO
176307608,25P2,236,236,"2,000.00",G,CCM,1510971315,1/12/2023,1/16/2023,1,70337705,ZPLF,2510,1,ZP01,SG00GO
176307612,25P2,405,405,"2,000.00",G,CCM,1510972169,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,1,ZP01,SG00GP
176307617,25P2,267,267,"2,000.00",G,CCM,1510971418,1/12/2023,1/16/2023,1,70408272,ZPLF,2510,1,ZP01,SG00GO
176307628,25P2,67,67,0,G,CCM,1510970299,1/12/2023,1/16/2023,1,70484079,ZPLF,2510,1,ZP01,SG00GN
176307631,25P2,"1,103.00","1,103.00","9,000.00",G,CCM,1510971332,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,1,ZP01,SG00GO
176307643,25P2,538,538,"4,000.00",G,CCM,1510966103,1/11/2023,1/13/2023,1,70521405,ZPLF,2510,1,ZP01,SG00GV
176307684,25P2,764,764,"6,000.00",G,CCM,1510971319,1/12/2023,1/13/2023,1,70238985,ZPLF,2510,1,ZP01,SG00GL
176307687,25P2,813,813,"6,000.00",G,CCM,1510970735,1/12/2023,1/16/2023,1,70248476,ZPLF,2510,1,ZP01,SG00GO
176307689,25P2,130,130,"1,000.00",G,CCM,1510971304,1/12/2023,1/16/2023,1,70288587,ZPLF,2510,1,ZP01,SG00GO
176307883,25P2,"1,100.00","1,100.00","7,000.00",G,CCM,1510972123,1/12/2023,1/13/2023,1,70019315,ZPLF,2510,1,ZP01,SG00GS
176307918,25P2,305,305,"3,000.00",G,CCM,1510971186,1/12/2023,1/13/2023,1,70494785,ZPLF,2510,1,ZP01,SG00GP
176307920,25P2,320,320,"2,000.00",G,CCM,1510971244,1/12/2023,1/13/2023,1,70494786,ZPLF,2510,1,ZP01,SG00GP
176307928,25P2,594,594,"4,000.00",G,CCM,1510971751,1/12/2023,1/13/2023,1,70019549,ZPLF,2510,1,ZP01,SG00GP
176308011,25P2,466,466,"3,000.00",G,CCM,1510971730,1/12/2023,1/16/2023,1,70548634,ZPLF,2510,1,ZP01,SG00GO
176308018,25P2,496,496,"4,000.00",G,CCM,1510971684,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,1,ZP01,SG00GP
176308019,25P2,30,30,360,G,CCM,1510970969,1/12/2023,1/13/2023,1,70556250,ZPLF,2510,1,ZP01,SG00GL
176308042,25P2,660,660,"4,000.00",G,CCM,1510972060,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,1,ZP01,SG00GN
176308084,25P2,301,301,"2,000.00",G,CCM,1510971375,1/12/2023,1/13/2023,1,70535019,ZPLF,2510,1,ZP01,SG00GL
176308089,25P2,484,484,"3,000.00",G,CCM,1510972023,1/12/2023,1/16/2023,1,70019381,ZPLF,2510,1,ZP01,SG00GO
176308506,25P2,242,242,"2,000.00",G,CCM,1510972277,1/12/2023,1/16/2023,1,70030492,ZPLF,2510,1,ZP01,SG00GO
176308514,25P2,264,264,"2,000.00",G,CCM,1510971774,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,1,ZP01,SG00GR
176308516,25P2,154,154,"1,000.00",G,CCM,1510972187,1/12/2023,1/13/2023,1,70130675,ZPLF,2510,1,ZP01,SG00GL
176308560,25P2,594,594,"4,000.00",G,CCM,1510965376,1/11/2023,1/13/2023,1,70521405,ZPLF,2510,1,ZP01,SG00GV
176308584,25P2,286,286,"2,000.00",G,CCM,1510971780,1/12/2023,1/13/2023,1,70238985,ZPLF,2510,1,ZP01,SG00GL
176308586,25P2,352,352,"2,000.00",G,CCM,1510971930,1/12/2023,1/16/2023,1,70248476,ZPLF,2510,1,ZP01,SG00GO
176308587,25P2,308,308,"2,000.00",G,CCM,1510972067,1/12/2023,1/16/2023,1,70288587,ZPLF,2510,1,ZP01,SG00GO
176308653,25P2,548,548,"4,000.00",G,CCM,1510972065,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,2,ZP01,SG00GN
176308655,25P2,308,308,"2,000.00",G,CCM,1510972146,1/12/2023,1/13/2023,1,70343296,ZPLF,2510,1,ZP01,SG00GS
176308660,25P2,154,154,"1,000.00",G,CCM,1510971790,1/12/2023,1/13/2023,1,70398370,ZPLF,2510,1,ZP01,SG00GL
176308749,25P2,220,220,"1,000.00",G,CCM,1510971734,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,1,ZP01,SG00GO
176308765,25P2,88,88,"1,000.00",G,CCM,1510972516,1/12/2023,1/13/2023,1,70390799,ZPLF,2510,1,ZP01,SG00GL
176308771,25P2,506,506,"3,000.00",G,CCM,1510972104,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,1,ZP01,SG00GN
176308775,25P2,396,396,"3,000.00",G,CCM,1510972116,1/12/2023,1/16/2023,1,70337705,ZPLF,2510,1,ZP01,SG00GO
176308853,25P2,220,220,"1,000.00",G,CCM,1510971760,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,1,ZP01,SG00GP
176308859,25P2,330,330,"2,000.00",G,CCM,1510972099,1/12/2023,1/16/2023,1,70408272,ZPLF,2510,1,ZP01,SG00GO
176308867,25P2,77,77,"1,000.00",G,CCM,1510971317,1/12/2023,1/13/2023,1,70019315,ZPLF,2510,1,ZP01,SG00GS
176308877,25P2,35,35,212,G,CCM,1510971032,1/12/2023,1/13/2023,1,70019549,ZPLF,2510,1,ZP01,SG00GP
176308884,25P2,352,352,"2,000.00",G,CCM,1510972118,1/12/2023,1/16/2023,1,70450886,ZPLF,2510,1,ZP01,SG00GO
176308893,25P2,286,286,"2,000.00",G,CCM,1510971911,1/12/2023,1/16/2023,1,70521396,ZPLF,2510,1,ZP01,SG00GO
176308935,25P2,418,418,"3,000.00",G,CCM,1510971947,1/12/2023,1/16/2023,1,70484079,ZPLF,2510,1,ZP01,SG00GN
176308939,25P2,682,682,"5,000.00",G,CCM,1510971747,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,1,ZP01,SG00GO
176308973,25P2,"1,075.00","1,075.00","12,000.00",G,CCM,1510971338,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,1,ZP01,SG00GN
176309001,25P2,374,374,"3,000.00",G,CCM,1510972055,1/12/2023,1/16/2023,1,70548634,ZPLF,2510,1,ZP01,SG00GO
176309012,25P2,286,286,"2,000.00",G,CCM,1510971499,1/12/2023,1/13/2023,1,70556250,ZPLF,2510,1,ZP01,SG00GL
176309013,25P2,180,180,"2,000.00",G,CCM,1510971208,1/12/2023,1/16/2023,1,70030492,ZPLF,2510,1,ZP01,SG00GO
176309098,25P2,418,418,"3,000.00",G,CCM,1510971921,1/12/2023,1/13/2023,1,70494785,ZPLF,2510,1,ZP01,SG00GP
176309100,25P2,132,132,"1,000.00",G,CCM,1510971941,1/12/2023,1/13/2023,1,70494786,ZPLF,2510,1,ZP01,SG00GP
176309121,25P2,232,232,"1,000.00",G,CCM,1510971312,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,1,ZP01,SG00GP
176309153,25P2,132,132,"1,000.00",G,CCM,1510971744,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,1,ZP01,SG00GP
176309184,25P2,34,34,0,G,CCM,1510970876,1/12/2023,1/16/2023,1,70450886,ZPLF,2510,1,ZP01,SG00GO
176309192,25P2,72,72,"1,000.00",G,CCM,1510971042,1/12/2023,1/13/2023,1,70398370,ZPLF,2510,1,ZP01,SG00GL
176309233,25P2,72,72,"1,000.00",G,CCM,1510972851,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,1,ZP01,SG00GO
176309244,25P2,110,110,"1,000.00",G,CCM,1510971567,1/12/2023,1/13/2023,1,70535019,ZPLF,2510,1,ZP01,SG00GL
176309359,25P2,154,154,"2,000.00",G,CCM,1510971694,1/12/2023,1/13/2023,1,70494785,ZPLF,2510,1,ZP01,SG00GP
176309397,25P2,106,106,"1,000.00",G,CCM,1510970914,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,1,ZP01,SG00GP
176309398,25P2,91,91,276,G,CCM,1510971132,1/12/2023,1/13/2023,1,70556250,ZPLF,2510,1,ZP01,SG00GL
176309416,25P2,306,306,"1,000.00",G,CCM,1510971154,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,1,ZP01,SG00GO
176309429,25P2,182,182,"1,000.00",G,CCM,1510971095,1/12/2023,1/13/2023,1,70535019,ZPLF,2510,1,ZP01,SG00GL
176309462,25P2,77,77,"1,000.00",G,CCM,1510971313,1/12/2023,1/16/2023,1,70408272,ZPLF,2510,1,ZP01,SG00GO
176309499,25P2,197,197,"2,000.00",G,CCM,1510971474,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,1,ZP01,SG00GN
176309503,25P2,72,72,"1,000.00",G,CCM,1510971074,1/12/2023,1/16/2023,1,70337705,ZPLF,2510,1,ZP01,SG00GO
176309508,25P2,469,469,"6,000.00",G,CCM,1510971316,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,1,ZP01,SG00GP
176309579,25P2,77,77,"1,000.00",G,CCM,1510971369,1/12/2023,1/16/2023,1,70248476,ZPLF,2510,1,ZP01,SG00GO
176309580,25P2,60,60,"1,000.00",G,CCM,1510971211,1/12/2023,1/16/2023,1,70288587,ZPLF,2510,1,ZP01,SG00GO
176321480,25P2,232,232,"1,000.00",G,CCM,1510957974,1/9/2023,1/11/2023,1,70362055,ZPLF,2524,1,ZP01,SG00GL
176386942,25P2,"5,640.00","5,640.00","118,000.00",G,CCM,1510969350,1/12/2023,1/12/2023,1,70017539,ZPLF,2524,2,ZP01,SG00GP
176387009,25P2,"8,480.00","8,480.00","65,000.00",G,CCM,1510970383,1/12/2023,1/13/2023,1,70017539,ZPLF,2510,3,ZP01,SG00GP
176387012,25P2,246,246,"2,000.00",G,CCM,1510967247,1/11/2023,1/13/2023,1,70017526,ZPLF,2510,1,ZP01,SG00GL
176393346,25P2,91,91,276,G,CCM,1510963324,1/10/2023,1/12/2023,1,70017539,ZPLF,2510,1,ZP01,SG00GP
176400783,25P2,456,456,"2,000.00",G,CCM,1510967005,1/11/2023,1/13/2023,1,70017458,ZPLF,2510,1,ZP01,SG00GS
176403407,25P2,"23,040.00","23,040.00","76,000.00",G,CCM,1510971672,1/12/2023,1/13/2023,1,70017539,ZPLF,2524,2,ZP01,SG00GP
176403492,25P2,"34,978.00","34,978.00","311,000.00",G,CCM,1510970820,1/12/2023,1/13/2023,1,70017505,ZPLF,2510,16,ZP01,SG00GS
176403493,25P2,"12,824.00","12,824.00","90,000.00",G,CCM,1510970207,1/12/2023,1/13/2023,1,70017505,ZPLF,2510,10,ZP01,SG00GS
176403494,25P2,"132,603.00","132,603.00","469,000.00",G,CCM,1510970910,1/12/2023,1/13/2023,1,70017505,ZPLF,2510,29,ZP01,SG00GS
176403495,25P2,"23,627.00","23,627.00","156,000.00",G,CCM,1510969685,1/12/2023,1/13/2023,1,70017505,ZPLF,2510,9,ZP01,SG00GS
176403496,25P2,"29,440.00","29,440.00","167,000.00",G,CCM,1510970865,1/12/2023,1/13/2023,1,70017505,ZPLF,2510,12,ZP01,SG00GS
176408167,25P2,"1,400.00","1,400.00","25,000.00",G,CCM,1510969363,1/12/2023,1/12/2023,1,70017470,ZPLF,2524,1,ZP01,SG00GS
176408407,25P2,21,21,0,G,CCM,1510966364,1/11/2023,1/13/2023,1,70017458,ZPLF,2510,1,ZP01,SG00GS
176415147,25P2,187,187,"1,000.00",G,CCM,1510969303,1/11/2023,1/12/2023,1,70017539,ZPLF,2524,1,ZP04,SG00GP
176420185,25P2,"3,900.00","3,900.00","74,000.00",G,CCM,1510969370,1/12/2023,1/12/2023,1,70017470,ZPLF,2524,4,ZP01,SG00GS
176427766,25P2,"15,482.00","15,482.00","108,000.00",G,CCM,1510969244,1/11/2023,1/12/2023,1,70017505,ZPLF,2524,6,ZP01,SG00GS
176437414,25P2,"3,715.00","3,715.00","31,000.00",G,CCM,1510967230,1/11/2023,1/13/2023,1,70017505,ZPLF,2510,2,ZP01,SG00GS
176437415,25P2,"17,679.00","17,679.00","139,000.00",G,CCM,1510967810,1/11/2023,1/13/2023,1,70017505,ZPLF,2510,8,ZP01,SG00GS
176445987,25P2,"6,036.00","6,036.00","14,000.00",G,CCM,1510967316,1/11/2023,1/13/2023,1,70017458,ZPLF,2510,1,ZP01,SG00GS
176453318,25P2,384,384,"4,000.00",G,CCM,1510969428,1/12/2023,1/13/2023,1,70017459,ZPLF,2524,1,ZP01,SG00GS
176453905,25P2,940,940,"5,000.00",G,CCM,1510966950,1/11/2023,1/13/2023,1,70020103,ZPLF,2510,1,ZP01,SG00GP
176453906,25P2,968,968,"4,000.00",G,CCM,1510969779,1/12/2023,1/13/2023,1,70020103,ZPLF,2510,2,ZP01,SG00GP
176466824,25P2,38,38,226,G,CCM,1510969940,1/12/2023,1/16/2023,1,70017459,ZPLF,2510,1,ZP05,SG00GS
176487234,25P2,"6,520.00","6,520.00","57,000.00",G,CCM,1510968434,1/11/2023,1/13/2023,1,70017470,ZPLF,2524,1,ZP01,SG00GS
176487299,25P2,156,156,"1,000.00",G,CCM,1510969844,1/12/2023,1/16/2023,1,70017539,ZPLF,2524,1,ZP01,SG00GP
176487304,25P2,220,220,"1,000.00",G,CCM,1510969650,1/12/2023,1/16/2023,1,70017459,ZPLF,2524,1,ZP01,SG00GS
176497232,25P2,600,600,"4,000.00",G,CCM,1510969782,1/12/2023,1/16/2023,1,70017539,ZPLF,2524,1,ZP01,SG00GP
176497233,25P2,280,280,"2,000.00",G,CCM,1510970099,1/12/2023,1/16/2023,1,70017539,ZPLF,2524,1,ZP01,SG00GP
176502566,25P2,"9,029.00","9,029.00","71,000.00",G,CCM,1510972826,1/12/2023,1/13/2023,1,70017505,ZPLF,2524,4,ZP01,SG00GS
176505109,25P2,208,208,"1,000.00",G,CCM,1510969550,1/12/2023,1/13/2023,1,70017539,ZPLF,2524,1,ZP01,SG00GP
176506866,25P2,"8,450.00","8,450.00","78,000.00",G,CCM,1510969842,1/12/2023,1/13/2023,1,70017470,ZPLF,2524,1,ZP01,SG00GS
176528425,25P2,"4,132.00","4,132.00","7,000.00",G,CCM,1510970094,1/12/2023,1/13/2023,1,70018486,ZPLF,2524,1,ZP01,SG00GP
176528578,25P2,"25,503.00","25,503.00","67,000.00",G,CCM,1510971652,1/12/2023,1/13/2023,1,70018486,ZPLF,2510,8,ZP01,SG00GP
176538377,25P2,"4,586.00","4,586.00","15,000.00",G,CCM,1510973822,1/12/2023,1/20/2023,1,70017000,ZPLF,2522,1,ZP01,SG00GV
175937773,25P2,204,204,464,G,CCM,1510940540,1/4/2023,1/16/2023,1,70019425,ZPLF,2524,1,ZP01,SG00GO
175937843,25P2,24,24,92,G,CCM,1510940405,1/4/2023,1/16/2023,1,70019475,ZPLF,2524,1,ZP01,SG00GO
175937957,25P2,"1,509.00","1,509.00","2,000.00",G,CCM,1510940628,1/4/2023,1/16/2023,1,70042197,ZPLF,2524,1,ZP01,SG00FK
